;qid;Len;Den;P1;P2;P3;P4;P5
3766;;454217_+;TSS;454217;+;;Q4;M63_0.4
3767;;454217_+;TSS;454217;+;;Q4;LB_0.4
3768;;454217_+;TSS;454217;+;;Q4;LB_2.0
3769;;454259_-;TSS;454259;-;;Q4;LB_2.0
3770;;454575_-;TSS;454575;-;;Q4;M63_0.4
3771;;454575_-;TSS;454575;-;;Q4;LB_2.0
3772;;455006_-;TSS;455006;-;;Q4;M63_0.4
3773;;455006_-;TSS;455006;-;;Q4;LB_2.0
3774;;455779_+;TSS;455779;+;;Q4;M63_0.4
3775;;455779_+;TSS;455779;+;;Q4;LB_0.4
3776;;455779_+;TSS;455779;+;;Q4;LB_2.0
3777;;455801_+;TSS;455801;+;;Q4;M63_0.4
3778;;455801_+;TSS;455801;+;;Q4;LB_0.4
3779;;455801_+;TSS;455801;+;;Q4;LB_2.0
3780;;455829_+;TSS;455829;+;;Q4;M63_0.4
3781;;455829_+;TSS;455829;+;;Q4;LB_0.4
3782;;455829_+;TSS;455829;+;;Q4;LB_2.0
3783;;456874_-;TSS;456874;-;;Q4;LB_2.0
3784;;457289_-;TSS;457289;-;;Q4;M63_0.4
3785;;457444_+;TSS;457444;+;;Q4;LB_0.4
3786;;457444_+;TSS;457444;+;;Q4;LB_2.0
3787;;457549_-;TSS;457549;-;;Q4;M63_0.4
3788;;457549_-;TSS;457549;-;;Q4;LB_2.0
3789;;457815_+;TSS;457815;+;;Q4;M63_0.4
3790;;457815_+;TSS;457815;+;;Q4;M63_0.4
3791;;457815_+;TSS;457815;+;;Q4;LB_0.4
3792;;457815_+;TSS;457815;+;;Q4;LB_0.4
3793;;457938_-;TSS;457938;-;;Q4;M63_0.4
3794;;457938_-;TSS;457938;-;;Q4;LB_2.0
3795;;458004_+;TSS;458004;+;;Q4;M63_0.4
3796;;458004_+;TSS;458004;+;;Q4;LB_2.0
3797;;458033_+;TSS;458033;+;;Q4;LB_2.0
3798;;458037_+;TSS;458037;+;;Q4;LB_2.0
3799;;458039_+;TSS;458039;+;;Q4;M63_0.4
3800;;458039_+;TSS;458039;+;;Q4;LB_0.4
3801;;458242_-;TSS;458242;-;;Q4;M63_0.4
3802;;458242_-;TSS;458242;-;;Q4;LB_0.4
3803;;459074_-;TSS;459074;-;;Q4;LB_2.0
3804;;459112_-;TSS;459112;-;;Q4;M63_0.4
3805;;459112_-;TSS;459112;-;;Q4;LB_0.4
3806;;459112_-;TSS;459112;-;;Q4;LB_2.0
3807;;459797_-;TSS;459797;-;;Q4;M63_0.4
3808;;459797_-;TSS;459797;-;;Q4;LB_0.4
3809;;459797_-;TSS;459797;-;;Q4;LB_2.0
3810;;460436_+;TSS;460436;+;;Q4;LB_2.0
3811;;460436_+;TSS;460436;+;;Q4;LB_2.0
3812;;460556_+;TSS;460556;+;;Q4;M63_0.4
3813;;460556_+;TSS;460556;+;;Q4;LB_0.4
3814;;460556_+;TSS;460556;+;;Q4;LB_2.0
3815;;460621_+;TSS;460621;+;;Q4;M63_0.4
3816;;460621_+;TSS;460621;+;;Q4;LB_0.4
3817;;460646_-;TSS;460646;-;;Q4;M63_0.4
3818;;460646_-;TSS;460646;-;;Q4;LB_0.4
3819;;460646_-;TSS;460646;-;;Q4;LB_2.0
3820;;460950_+;TSS;460950;+;;Q4;M63_0.4
3821;;460950_+;TSS;460950;+;;Q4;LB_2.0
3822;;461071_+;TSS;461071;+;;Q4;LB_0.4
3823;;461071_+;TSS;461071;+;;Q4;LB_2.0
3824;;461077_+;TSS;461077;+;;Q4;M63_0.4
3825;;461077_+;TSS;461077;+;;Q4;LB_0.4
3826;;461077_+;TSS;461077;+;;Q4;LB_2.0
3827;;461132_-;TSS;461132;-;;Q4;M63_0.4
3828;;461132_-;TSS;461132;-;;Q4;LB_2.0
3829;;461571_+;TSS;461571;+;;Q4;M63_0.4
3830;;461571_+;TSS;461571;+;;Q4;LB_0.4
3831;;461571_+;TSS;461571;+;;Q4;LB_2.0
3832;;462986_+;TSS;462986;+;;Q4;LB_2.0
3833;;462986_+;TSS;462986;+;;Q4;LB_2.0
3834;;463288_-;TSS;463288;-;;Q4;M63_0.4
3835;;463288_-;TSS;463288;-;;Q4;LB_2.0
3836;;463619_-;TSS;463619;-;;Q4;M63_0.4
3837;;463619_-;TSS;463619;-;;Q4;M63_0.4
3838;;463619_-;TSS;463619;-;;Q4;LB_0.4
3839;;463619_-;TSS;463619;-;;Q4;LB_0.4
3840;;463619_-;TSS;463619;-;;Q4;LB_2.0
3841;;463619_-;TSS;463619;-;;Q4;LB_2.0
3842;;463787_-;TSS;463787;-;;Q4;LB_2.0
3843;;464417_-;TSS;464417;-;;Q4;M63_0.4
3844;;464798_-;TSS;464798;-;;Q4;M63_0.4
3845;;464798_-;TSS;464798;-;;Q4;LB_0.4
3846;;464798_-;TSS;464798;-;;Q4;LB_2.0
3847;;464880_+;TSS;464880;+;;Q4;M63_0.4
3848;;464880_+;TSS;464880;+;;Q4;LB_0.4
3849;;464880_+;TSS;464880;+;;Q4;LB_2.0
3850;;465038_+;TSS;465038;+;;Q4;M63_0.4
3851;;465038_+;TSS;465038;+;;Q4;LB_0.4
3852;;465038_+;TSS;465038;+;;Q4;LB_2.0
3853;;465290_+;TSS;465290;+;;Q4;M63_0.4
3854;;465290_+;TSS;465290;+;;Q4;LB_0.4
3855;;465290_+;TSS;465290;+;;Q4;LB_2.0
3856;;465454_+;TSS;465454;+;;Q4;M63_0.4
3857;;465454_+;TSS;465454;+;;Q4;LB_0.4
3858;;465454_+;TSS;465454;+;;Q4;LB_2.0
3859;;465918_+;TSS;465918;+;;Q4;M63_0.4
3860;;465918_+;TSS;465918;+;;Q4;LB_0.4
3861;;465918_+;TSS;465918;+;;Q4;LB_2.0
3862;;466163_+;TSS;466163;+;;Q4;LB_2.0
3863;;466607_+;TSS;466607;+;;Q4;M63_0.4
3864;;466607_+;TSS;466607;+;;Q4;M63_0.4
3865;;466607_+;TSS;466607;+;;Q4;LB_0.4
3866;;466607_+;TSS;466607;+;;Q4;LB_0.4
3867;;466607_+;TSS;466607;+;;Q4;LB_2.0
3868;;466607_+;TSS;466607;+;;Q4;LB_2.0
3869;;467077_-;TSS;467077;-;;Q4;LB_2.0
3870;;467247_+;TSS;467247;+;;Q4;LB_2.0
3871;;467329_+;TSS;467329;+;;Q4;M63_0.4
3872;;467329_+;TSS;467329;+;;Q4;M63_0.4
3873;;467329_+;TSS;467329;+;;Q4;LB_2.0
3874;;467329_+;TSS;467329;+;;Q4;LB_2.0
3875;;467579_+;TSS;467579;+;;Q4;M63_0.4
3876;;467579_+;TSS;467579;+;;Q4;LB_0.4
3877;;467579_+;TSS;467579;+;;Q4;LB_2.0
3878;;467628_+;TSS;467628;+;;Q4;M63_0.4
3879;;467628_+;TSS;467628;+;;Q4;LB_0.4
3880;;467628_+;TSS;467628;+;;Q4;LB_2.0
3881;;467703_+;TSS;467703;+;;Q4;M63_0.4
3882;;467703_+;TSS;467703;+;;Q4;LB_0.4
3883;;467703_+;TSS;467703;+;;Q4;LB_2.0
3884;;468556_+;TSS;468556;+;;Q4;M63_0.4
3885;;468556_+;TSS;468556;+;;Q4;LB_2.0
3886;;469000_+;TSS;469000;+;;Q4;LB_2.0
3887;;469490_+;TSS;469490;+;;Q4;M63_0.4
3888;;469490_+;TSS;469490;+;;Q4;LB_0.4
3889;;469490_+;TSS;469490;+;;Q4;LB_2.0
3890;;469708_-;TSS;469708;-;;Q4;M63_0.4
3891;;469708_-;TSS;469708;-;;Q4;LB_0.4
3892;;469708_-;TSS;469708;-;;Q4;LB_2.0
3893;;469858_-;TSS;469858;-;;Q4;M63_0.4
3894;;469858_-;TSS;469858;-;;Q4;M63_0.4
3895;;469858_-;TSS;469858;-;;Q4;LB_2.0
3896;;469858_-;TSS;469858;-;;Q4;LB_2.0
3897;;470009_-;TSS;470009;-;;Q4;M63_0.4
3898;;470009_-;TSS;470009;-;;Q4;LB_0.4
3899;;470009_-;TSS;470009;-;;Q4;LB_2.0
3900;;471511_+;TSS;471511;+;;Q4;M63_0.4
3901;;471511_+;TSS;471511;+;;Q4;LB_0.4
3902;;471511_+;TSS;471511;+;;Q4;LB_2.0
3903;;472304_+;TSS;472304;+;;Q4;M63_0.4
3904;;472304_+;TSS;472304;+;;Q4;LB_0.4
3905;;472304_+;TSS;472304;+;;Q4;LB_2.0
3906;;472450_+;TSS;472450;+;;Q4;M63_0.4
3907;;472450_+;TSS;472450;+;;Q4;LB_0.4
3908;;472450_+;TSS;472450;+;;Q4;LB_2.0
3909;;472676_+;TSS;472676;+;;Q4;M63_0.4
3910;;472676_+;TSS;472676;+;;Q4;LB_0.4
3911;;472676_+;TSS;472676;+;;Q4;LB_2.0
3912;;473164_+;TSS;473164;+;;Q4;M63_0.4
3913;;473164_+;TSS;473164;+;;Q4;LB_0.4
3914;;473164_+;TSS;473164;+;;Q4;LB_2.0
3915;;473783_+;TSS;473783;+;;Q4;M63_0.4
3916;;473783_+;TSS;473783;+;;Q4;LB_2.0
3917;;474425_-;TSS;474425;-;;Q4;M63_0.4
3918;;474425_-;TSS;474425;-;;Q4;LB_0.4
3919;;474425_-;TSS;474425;-;;Q4;LB_2.0
3920;;474530_+;TSS;474530;+;;Q4;M63_0.4
3921;;474530_+;TSS;474530;+;;Q4;LB_0.4
3922;;474530_+;TSS;474530;+;;Q4;LB_2.0
3923;;474544_+;TSS;474544;+;;Q4;LB_0.4
3924;;475536_-;TSS;475536;-;;Q4;M63_0.4
3925;;475536_-;TSS;475536;-;;Q4;LB_0.4
3926;;475536_-;TSS;475536;-;;Q4;LB_2.0
3927;;475558_+;TSS;475558;+;;Q4;M63_0.4
3928;;475558_+;TSS;475558;+;;Q4;M63_0.4
3929;;475558_+;TSS;475558;+;;Q4;LB_0.4
3930;;475558_+;TSS;475558;+;;Q4;LB_0.4
3931;;475558_+;TSS;475558;+;;Q4;LB_2.0
3932;;475558_+;TSS;475558;+;;Q4;LB_2.0
3933;;475646_+;TSS;475646;+;;Q4;M63_0.4
3934;;475646_+;TSS;475646;+;;Q4;M63_0.4
3935;;475646_+;TSS;475646;+;;Q4;LB_0.4
3936;;475646_+;TSS;475646;+;;Q4;LB_0.4
3937;;475646_+;TSS;475646;+;;Q4;LB_2.0
3938;;475646_+;TSS;475646;+;;Q4;LB_2.0
3939;;475711_-;TSS;475711;-;;Q4;M63_0.4
3940;;475711_-;TSS;475711;-;;Q4;M63_0.4
3941;;475711_-;TSS;475711;-;;Q4;LB_0.4
3942;;475711_-;TSS;475711;-;;Q4;LB_0.4
3943;;475711_-;TSS;475711;-;;Q4;LB_2.0
3944;;475711_-;TSS;475711;-;;Q4;LB_2.0
3945;;475840_+;TSS;475840;+;;Q4;M63_0.4
3946;;475840_+;TSS;475840;+;;Q4;LB_2.0
3947;;475947_+;TSS;475947;+;;Q4;LB_0.4
3948;;476435_+;TSS;476435;+;;Q4;M63_0.4
3949;;476435_+;TSS;476435;+;;Q4;LB_0.4
3950;;476435_+;TSS;476435;+;;Q4;LB_2.0
3951;;476560_+;TSS;476560;+;;Q4;M63_0.4
3952;;476560_+;TSS;476560;+;;Q4;LB_0.4
3953;;476560_+;TSS;476560;+;;Q4;LB_2.0
3954;;476591_+;TSS;476591;+;;Q4;M63_0.4
3955;;476591_+;TSS;476591;+;;Q4;LB_2.0
3956;;476971_-;TSS;476971;-;;Q4;M63_0.4
3957;;476971_-;TSS;476971;-;;Q4;LB_0.4
3958;;477185_-;TSS;477185;-;;Q4;M63_0.4
3959;;477185_-;TSS;477185;-;;Q4;LB_2.0
3960;;477191_-;TSS;477191;-;;Q4;M63_0.4
3961;;477191_-;TSS;477191;-;;Q4;LB_0.4
3962;;477412_-;TSS;477412;-;;Q4;M63_0.4
3963;;477412_-;TSS;477412;-;;Q4;LB_0.4
3964;;477412_-;TSS;477412;-;;Q4;LB_2.0
3965;;477431_+;TSS;477431;+;;Q4;M63_0.4
3966;;477431_+;TSS;477431;+;;Q4;LB_0.4
3967;;477431_+;TSS;477431;+;;Q4;LB_2.0
3968;;477595_+;TSS;477595;+;;Q4;M63_0.4
3969;;477595_+;TSS;477595;+;;Q4;LB_0.4
3970;;477836_-;TSS;477836;-;;Q4;M63_0.4
3971;;477866_-;TSS;477866;-;;Q4;M63_0.4
3972;;477866_-;TSS;477866;-;;Q4;LB_0.4
3973;;477866_-;TSS;477866;-;;Q4;LB_2.0
3974;;478512_-;TSS;478512;-;;Q4;M63_0.4
3975;;478512_-;TSS;478512;-;;Q4;LB_0.4
3976;;478512_-;TSS;478512;-;;Q4;LB_2.0
3977;;478545_-;TSS;478545;-;;Q4;M63_0.4
3978;;478545_-;TSS;478545;-;;Q4;LB_2.0
3979;;478604_+;TSS;478604;+;;Q4;M63_0.4
3980;;478604_+;TSS;478604;+;;Q4;LB_0.4
3981;;478604_+;TSS;478604;+;;Q4;LB_2.0
3982;;478899_-;TSS;478899;-;;Q4;M63_0.4
3983;;478930_+;TSS;478930;+;;Q4;M63_0.4
3984;;478930_+;TSS;478930;+;;Q4;LB_2.0
3985;;479028_-;TSS;479028;-;;Q4;M63_0.4
3986;;479028_-;TSS;479028;-;;Q4;LB_0.4
3987;;479028_-;TSS;479028;-;;Q4;LB_2.0
3988;;479168_-;TSS;479168;-;;Q4;M63_0.4
3989;;479168_-;TSS;479168;-;;Q4;LB_0.4
3990;;479168_-;TSS;479168;-;;Q4;LB_2.0
3991;;479338_-;TSS;479338;-;;Q4;M63_0.4
3992;;479338_-;TSS;479338;-;;Q4;M63_0.4
3993;;479338_-;TSS;479338;-;;Q4;LB_0.4
3994;;479338_-;TSS;479338;-;;Q4;LB_0.4
3995;;479338_-;TSS;479338;-;;Q4;LB_2.0
3996;;479338_-;TSS;479338;-;;Q4;LB_2.0
3997;;479366_+;TSS;479366;+;;Q4;LB_2.0
3998;;479579_+;TSS;479579;+;;Q4;M63_0.4
3999;;479579_+;TSS;479579;+;;Q4;M63_0.4
4000;;479647_-;TSS;479647;-;;Q4;M63_0.4
4001;;479647_-;TSS;479647;-;;Q4;M63_0.4
4002;;479647_-;TSS;479647;-;;Q4;LB_2.0
4003;;479647_-;TSS;479647;-;;Q4;LB_2.0
4004;;479663_+;TSS;479663;+;;Q4;M63_0.4
4005;;479663_+;TSS;479663;+;;Q4;LB_2.0
4006;;479725_-;TSS;479725;-;;Q4;M63_0.4
4007;;479725_-;TSS;479725;-;;Q4;M63_0.4
4008;;479725_-;TSS;479725;-;;Q4;LB_0.4
4009;;479725_-;TSS;479725;-;;Q4;LB_0.4
4010;;479725_-;TSS;479725;-;;Q4;LB_2.0
4011;;479725_-;TSS;479725;-;;Q4;LB_2.0
4012;;479735_+;TSS;479735;+;;Q4;M63_0.4
4013;;479747_+;TSS;479747;+;;Q4;LB_2.0
4014;;479854_-;TSS;479854;-;;Q4;M63_0.4
4015;;479857_-;TSS;479857;-;;Q4;LB_0.4
4016;;479857_-;TSS;479857;-;;Q4;LB_2.0
4017;;480019_-;TSS;480019;-;;Q4;M63_0.4
4018;;480019_-;TSS;480019;-;;Q4;LB_2.0
4019;;480104_-;TSS;480104;-;;Q4;M63_0.4
4020;;480104_-;TSS;480104;-;;Q4;LB_0.4
4021;;480104_-;TSS;480104;-;;Q4;LB_2.0
4022;;480280_-;TSS;480280;-;;Q4;LB_2.0
4023;;480381_+;TSS;480381;+;;Q4;LB_2.0
4024;;480805_+;TSS;480805;+;;Q4;M63_0.4
4025;;480805_+;TSS;480805;+;;Q4;LB_0.4
4026;;480805_+;TSS;480805;+;;Q4;LB_2.0
4027;;480913_-;TSS;480913;-;;Q4;LB_2.0
4028;;481275_-;TSS;481275;-;;Q4;M63_0.4
4029;;481275_-;TSS;481275;-;;Q4;LB_0.4
4030;;481275_-;TSS;481275;-;;Q4;LB_2.0
4031;;481325_+;TSS;481325;+;;Q4;M63_0.4
4032;;481325_+;TSS;481325;+;;Q4;LB_0.4
4033;;481325_+;TSS;481325;+;;Q4;LB_2.0
4034;;481354_+;TSS;481354;+;;Q4;M63_0.4
4035;;481459_+;TSS;481459;+;;Q4;M63_0.4
4036;;481459_+;TSS;481459;+;;Q4;LB_0.4
4037;;481459_+;TSS;481459;+;;Q4;LB_2.0
4038;;482935_+;TSS;482935;+;;Q4;M63_0.4
4039;;482935_+;TSS;482935;+;;Q4;LB_0.4
4040;;482935_+;TSS;482935;+;;Q4;LB_2.0
4041;;482949_+;TSS;482949;+;;Q4;LB_0.4
4042;;483182_+;TSS;483182;+;;Q4;LB_0.4
4043;;483577_+;TSS;483577;+;;Q4;M63_0.4
4044;;483577_+;TSS;483577;+;;Q4;M63_0.4
4045;;483577_+;TSS;483577;+;;Q4;LB_2.0
4046;;483577_+;TSS;483577;+;;Q4;LB_2.0
4047;;484060_+;TSS;484060;+;;Q4;M63_0.4
4048;;484060_+;TSS;484060;+;;Q4;LB_0.4
4049;;484060_+;TSS;484060;+;;Q4;LB_2.0
4050;;485064_-;TSS;485064;-;;Q4;M63_0.4
4051;;485064_-;TSS;485064;-;;Q4;M63_0.4
4052;;485064_-;TSS;485064;-;;Q4;LB_0.4
4053;;485064_-;TSS;485064;-;;Q4;LB_0.4
4054;;485064_-;TSS;485064;-;;Q4;LB_2.0
4055;;485064_-;TSS;485064;-;;Q4;LB_2.0
4056;;485083_+;TSS;485083;+;;Q4;M63_0.4
4057;;485083_+;TSS;485083;+;;Q4;LB_0.4
4058;;485083_+;TSS;485083;+;;Q4;LB_2.0
4059;;485204_-;TSS;485204;-;;Q4;M63_0.4
4060;;485204_-;TSS;485204;-;;Q4;LB_2.0
4061;;485310_-;TSS;485310;-;;Q4;M63_0.4
4062;;485310_-;TSS;485310;-;;Q4;LB_0.4
4063;;485310_-;TSS;485310;-;;Q4;LB_2.0
4064;;485329_-;TSS;485329;-;;Q4;M63_0.4
4065;;485329_-;TSS;485329;-;;Q4;LB_0.4
4066;;485329_-;TSS;485329;-;;Q4;LB_2.0
4067;;485566_-;TSS;485566;-;;Q4;M63_0.4
4068;;485566_-;TSS;485566;-;;Q4;LB_0.4
4069;;485566_-;TSS;485566;-;;Q4;LB_2.0
4070;;485713_+;TSS;485713;+;;Q4;M63_0.4
4071;;485713_+;TSS;485713;+;;Q4;LB_0.4
4072;;485713_+;TSS;485713;+;;Q4;LB_2.0
4073;;486277_+;TSS;486277;+;;Q4;M63_0.4
4074;;486277_+;TSS;486277;+;;Q4;LB_0.4
4075;;486277_+;TSS;486277;+;;Q4;LB_2.0
4076;;486925_+;TSS;486925;+;;Q4;M63_0.4
4077;;486925_+;TSS;486925;+;;Q4;LB_0.4
4078;;486925_+;TSS;486925;+;;Q4;LB_2.0
4079;;487553_+;TSS;487553;+;;Q4;LB_0.4
4080;;487553_+;TSS;487553;+;;Q4;LB_2.0
4081;;488205_+;TSS;488205;+;;Q4;LB_2.0
4082;;488501_+;TSS;488501;+;;Q4;M63_0.4
4083;;488501_+;TSS;488501;+;;Q4;LB_0.4
4084;;488501_+;TSS;488501;+;;Q4;LB_2.0
4085;;488828_+;TSS;488828;+;;Q4;M63_0.4
4086;;488828_+;TSS;488828;+;;Q4;LB_2.0
4087;;488990_+;TSS;488990;+;;Q4;M63_0.4
4088;;488990_+;TSS;488990;+;;Q4;LB_0.4
4089;;488990_+;TSS;488990;+;;Q4;LB_2.0
4090;;489131_+;TSS;489131;+;;Q4;M63_0.4
4091;;489131_+;TSS;489131;+;;Q4;LB_2.0
4092;;489257_-;TSS;489257;-;;Q4;M63_0.4
4093;;489257_-;TSS;489257;-;;Q4;LB_2.0
4094;;489419_-;TSS;489419;-;;Q4;LB_0.4
4095;;489453_-;TSS;489453;-;;Q4;M63_0.4
4096;;489453_-;TSS;489453;-;;Q4;LB_2.0
4097;;490083_+;TSS;490083;+;;Q4;M63_0.4
4098;;490083_+;TSS;490083;+;;Q4;M63_0.4
4099;;490083_+;TSS;490083;+;;Q4;LB_0.4
4100;;490083_+;TSS;490083;+;;Q4;LB_0.4
4101;;490083_+;TSS;490083;+;;Q4;LB_2.0
4102;;490083_+;TSS;490083;+;;Q4;LB_2.0
4103;;490112_-;TSS;490112;-;;Q4;M63_0.4
4104;;490112_-;TSS;490112;-;;Q4;M63_0.4
4105;;490112_-;TSS;490112;-;;Q4;LB_0.4
4106;;490112_-;TSS;490112;-;;Q4;LB_0.4
4107;;490112_-;TSS;490112;-;;Q4;LB_2.0
4108;;490112_-;TSS;490112;-;;Q4;LB_2.0
4109;;490446_+;TSS;490446;+;;Q4;M63_0.4
4110;;490446_+;TSS;490446;+;;Q4;M63_0.4
4111;;490530_+;TSS;490530;+;;Q4;LB_0.4
4112;;490535_+;TSS;490535;+;;Q4;M63_0.4
4113;;490535_+;TSS;490535;+;;Q4;LB_0.4
4114;;490535_+;TSS;490535;+;;Q4;LB_2.0
4115;;490663_-;TSS;490663;-;;Q4;M63_0.4
4116;;490663_-;TSS;490663;-;;Q4;LB_0.4
4117;;490663_-;TSS;490663;-;;Q4;LB_2.0
4118;;490725_-;TSS;490725;-;;Q4;M63_0.4
4119;;490725_-;TSS;490725;-;;Q4;LB_0.4
4120;;490725_-;TSS;490725;-;;Q4;LB_2.0
4121;;491181_-;TSS;491181;-;;Q4;M63_0.4
4122;;491181_-;TSS;491181;-;;Q4;LB_0.4
4123;;491181_-;TSS;491181;-;;Q4;LB_2.0
4124;;491279_+;TSS;491279;+;;Q4;M63_0.4
4125;;491279_+;TSS;491279;+;;Q4;LB_0.4
4126;;491279_+;TSS;491279;+;;Q4;LB_2.0
4127;;491670_-;TSS;491670;-;;Q4;M63_0.4
4128;;491670_-;TSS;491670;-;;Q4;LB_0.4
4129;;491670_-;TSS;491670;-;;Q4;LB_2.0
4130;;492525_+;TSS;492525;+;;Q4;LB_2.0
4131;;492527_+;TSS;492527;+;;Q4;LB_0.4
4132;;492529_+;TSS;492529;+;;Q4;M63_0.4
4133;;493101_+;TSS;493101;+;;Q4;M63_0.4
4134;;493101_+;TSS;493101;+;;Q4;M63_0.4
4135;;493101_+;TSS;493101;+;;Q4;LB_0.4
4136;;493101_+;TSS;493101;+;;Q4;LB_0.4
4137;;493101_+;TSS;493101;+;;Q4;LB_2.0
4138;;493101_+;TSS;493101;+;;Q4;LB_2.0
4139;;493641_+;TSS;493641;+;;Q4;M63_0.4
4140;;493641_+;TSS;493641;+;;Q4;LB_0.4
4141;;494299_-;TSS;494299;-;;Q4;M63_0.4
4142;;494299_-;TSS;494299;-;;Q4;M63_0.4
4143;;494299_-;TSS;494299;-;;Q4;LB_2.0
4144;;494299_-;TSS;494299;-;;Q4;LB_2.0
4145;;494300_+;TSS;494300;+;;Q4;M63_0.4
4146;;494300_+;TSS;494300;+;;Q4;LB_2.0
4147;;494402_-;TSS;494402;-;;Q4;M63_0.4
4148;;494402_-;TSS;494402;-;;Q4;LB_0.4
4149;;494402_-;TSS;494402;-;;Q4;LB_2.0
4150;;495717_+;TSS;495717;+;;Q4;M63_0.4
4151;;495717_+;TSS;495717;+;;Q4;LB_0.4
4152;;495717_+;TSS;495717;+;;Q4;LB_2.0
4153;;496340_-;TSS;496340;-;;Q4;LB_0.4
4154;;496340_-;TSS;496340;-;;Q4;LB_2.0
4155;;496357_+;TSS;496357;+;;Q4;M63_0.4
4156;;496357_+;TSS;496357;+;;Q4;LB_0.4
4157;;496357_+;TSS;496357;+;;Q4;LB_2.0
4158;;496675_+;TSS;496675;+;;Q4;M63_0.4
4159;;496675_+;TSS;496675;+;;Q4;LB_0.4
4160;;496675_+;TSS;496675;+;;Q4;LB_2.0
4161;;496791_-;TSS;496791;-;;Q4;M63_0.4
4162;;496791_-;TSS;496791;-;;Q4;LB_0.4
4163;;496793_-;TSS;496793;-;;Q4;LB_2.0
4164;;497074_+;TSS;497074;+;;Q4;M63_0.4
4165;;497074_+;TSS;497074;+;;Q4;LB_2.0
4166;;497632_-;TSS;497632;-;;Q4;M63_0.4
4167;;497632_-;TSS;497632;-;;Q4;LB_2.0
4168;;497743_-;TSS;497743;-;;Q4;M63_0.4
4169;;497867_+;TSS;497867;+;;Q4;M63_0.4
4170;;497867_+;TSS;497867;+;;Q4;LB_0.4
4171;;498681_-;TSS;498681;-;;Q4;M63_0.4
4172;;498681_-;TSS;498681;-;;Q4;LB_0.4
4173;;498681_-;TSS;498681;-;;Q4;LB_2.0
4174;;498794_+;TSS;498794;+;;Q4;M63_0.4
4175;;498794_+;TSS;498794;+;;Q4;LB_0.4
4176;;498794_+;TSS;498794;+;;Q4;LB_2.0
4177;;499217_-;TSS;499217;-;;Q4;LB_2.0
4178;;499323_+;TSS;499323;+;;Q4;M63_0.4
4179;;499323_+;TSS;499323;+;;Q4;LB_0.4
4180;;499323_+;TSS;499323;+;;Q4;LB_2.0
4181;;499511_+;TSS;499511;+;;Q4;M63_0.4
4182;;499511_+;TSS;499511;+;;Q4;LB_2.0
4183;;499640_+;TSS;499640;+;;Q4;M63_0.4
4184;;499640_+;TSS;499640;+;;Q4;LB_2.0
4185;;499875_-;TSS;499875;-;;Q4;LB_2.0
4186;;500349_-;TSS;500349;-;;Q4;M63_0.4
4187;;500349_-;TSS;500349;-;;Q4;LB_2.0
4188;;500461_-;TSS;500461;-;;Q4;M63_0.4
4189;;500461_-;TSS;500461;-;;Q4;LB_0.4
4190;;500461_-;TSS;500461;-;;Q4;LB_2.0
4191;;500556_+;TSS;500556;+;;Q4;M63_0.4
4192;;500556_+;TSS;500556;+;;Q4;LB_0.4
4193;;500556_+;TSS;500556;+;;Q4;LB_2.0
4194;;501716_-;TSS;501716;-;;Q4;M63_0.4
4195;;501716_-;TSS;501716;-;;Q4;LB_0.4
4196;;501716_-;TSS;501716;-;;Q4;LB_2.0
4197;;502519_-;TSS;502519;-;;Q4;M63_0.4
4198;;502519_-;TSS;502519;-;;Q4;LB_0.4
4199;;502519_-;TSS;502519;-;;Q4;LB_2.0
4200;;503223_+;TSS;503223;+;;Q4;M63_0.4
4201;;503223_+;TSS;503223;+;;Q4;LB_2.0
4202;;503611_-;TSS;503611;-;;Q4;LB_0.4
4203;;503973_-;TSS;503973;-;;Q4;LB_2.0
4204;;503978_-;TSS;503978;-;;Q4;M63_0.4
4205;;503978_-;TSS;503978;-;;Q4;LB_0.4
4206;;503978_-;TSS;503978;-;;Q4;LB_2.0
4207;;503996_+;TSS;503996;+;;Q4;LB_2.0
4208;;503996_+;TSS;503996;+;;Q4;LB_2.0
4209;;504112_+;TSS;504112;+;;Q4;M63_0.4
4210;;504112_+;TSS;504112;+;;Q4;LB_0.4
4211;;504810_+;TSS;504810;+;;Q4;LB_2.0
4212;;505152_+;TSS;505152;+;;Q4;M63_0.4
4213;;505152_+;TSS;505152;+;;Q4;LB_0.4
4214;;505152_+;TSS;505152;+;;Q4;LB_2.0
4215;;506094_+;TSS;506094;+;;Q4;M63_0.4
4216;;506094_+;TSS;506094;+;;Q4;LB_2.0
4217;;506322_+;TSS;506322;+;;Q4;M63_0.4
4218;;506322_+;TSS;506322;+;;Q4;M63_0.4
4219;;506322_+;TSS;506322;+;;Q4;LB_0.4
4220;;506322_+;TSS;506322;+;;Q4;LB_0.4
4221;;506322_+;TSS;506322;+;;Q4;LB_2.0
4222;;506322_+;TSS;506322;+;;Q4;LB_2.0
4223;;506372_+;TSS;506372;+;;Q4;M63_0.4
4224;;506372_+;TSS;506372;+;;Q4;M63_0.4
4225;;506372_+;TSS;506372;+;;Q4;LB_2.0
4226;;506372_+;TSS;506372;+;;Q4;LB_2.0
4227;;506424_+;TSS;506424;+;;Q4;LB_2.0
4228;;506424_+;TSS;506424;+;;Q4;LB_2.0
4229;;506428_+;TSS;506428;+;;Q4;M63_0.4
4230;;506428_+;TSS;506428;+;;Q4;M63_0.4
