qid,Len,Den,P13,P14,P15,P16,P17
,580531_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""580531""","""+""",Q546,Q10
,580876_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""580876""","""-""",Q546,Q11
,581388_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""581388""","""+""",Q549,Q12
,581441_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""581441""","""+""",Q549,Q10
,581442_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""581442""","""-""",Q549,Q11
,581444_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""581444""","""-""",Q549,Q12
,581499_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""581499""","""-""",Q549,Q11
,581993_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""581993""","""-""",Q549,Q10
,582054_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582054""","""-""",Q549,Q10
,582057_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582057""","""+""",Q550,Q10
,582200_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582200""","""-""",Q549,Q10
,582359_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582359""","""-""",Q550,Q10
,582366_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582366""","""-""",Q550,Q12
,582439_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582439""","""+""",,Q10
,582805_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582805""","""+""",Q551,Q10
,582819_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""582819""","""+""",Q551,Q10
,583685_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""583685""","""-""",Q551,Q10
,583999_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""583999""","""+""",Q552,Q10
,584331_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""584331""","""+""",Q552,Q10
,584887_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""584887""","""-""",Q552,Q10
,584893_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""584893""","""-""",Q552,Q10
,584897_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""584897""","""+""",Q552,Q10
,584967_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""584967""","""+""",,Q11
,585001_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""585001""","""-""",Q552,Q11
,585005_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""585005""","""-""",Q552,Q12
,585282_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""585282""","""+""",Q553,Q10
,585579_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""585579""","""+""",Q554,Q10
,585934_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""585934""","""+""",Q554,Q10
,586184_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""586184""","""+""",Q554,Q10
,586240_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""586240""","""-""",Q554,Q10
,586714_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""586714""","""-""",Q555,Q10
,588254_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""588254""","""+""",Q556,Q10
,588612_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""588612""","""-""",Q556,Q10
,588867_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""588867""","""+""",Q556,Q10
,588949_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""588949""","""-""",Q556,Q10
,589268_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""589268""","""+""",Q556,Q10
,589545_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""589545""","""-""",Q556,Q10
,589601_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""589601""","""+""",Q556,Q10
,590054_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""590054""","""+""",Q556,Q10
,590159_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""590159""","""-""",Q556,Q12
,590272_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""590272""","""+""",Q556,Q10
,590484_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""590484""","""-""",Q557,Q10
,591163_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""591163""","""-""",Q557,Q12
,591760_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""591760""","""-""",Q557,Q10
,591889_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""591889""","""+""",Q557,Q10
,592363_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""592363""","""+""",Q557,Q10
,592436_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""592436""","""-""",Q557,Q11
,592812_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""592812""","""+""",Q558,Q11
,592922_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""592922""","""-""",Q558,Q10
,593250_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""593250""","""+""",Q558,Q11
,593336_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""593336""","""+""",Q558,Q10
,593400_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""593400""","""+""",Q558,Q12
,593427_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""593427""","""-""",Q558,Q10
,593439_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""593439""","""+""",Q558,Q10
,593676_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""593676""","""+""",Q558,Q10
,594472_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""594472""","""-""",Q559,Q10
,594522_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""594522""","""-""",Q559,Q10
,594684_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""594684""","""-""",Q559,Q10
,594690_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""594690""","""-""",Q559,Q11
,594797_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""594797""","""+""",Q560,Q10
,595301_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""595301""","""-""",Q560,Q10
,595680_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""595680""","""+""",Q560,Q12
,595784_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""595784""","""-""",Q560,Q12
,596045_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596045""","""-""",Q560,Q10
,596215_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596215""","""+""",Q561,Q10
,596317_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596317""","""-""",Q561,Q10
,596340_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596340""","""-""",Q561,Q10
,596419_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596419""","""-""",Q561,Q10
,596833_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596833""","""+""",Q562,Q12
,596837_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596837""","""-""",Q562,Q10
,596841_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""596841""","""+""",Q562,Q10
,597052_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""597052""","""-""",Q562,Q10
,597189_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""597189""","""-""",Q562,Q10
,598074_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""598074""","""-""",Q563,Q10
,598613_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""598613""","""-""",Q563,Q11
,599079_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""599079""","""+""",Q563,Q10
,599112_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""599112""","""+""",Q563,Q10
,600541_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""600541""","""-""",Q563,Q10
,600564_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""600564""","""+""",Q563,Q10
,600846_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""600846""","""-""",Q563,Q10
,601053_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""601053""","""+""",Q564,Q10
,601152_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""601152""","""+""",Q564,Q10
,601190_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""601190""","""-""",Q564,Q11
,601253_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""601253""","""-""",Q564,Q10
,601623_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""601623""","""+""",Q564,Q10
,602092_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""602092""","""-""",Q564,Q10
,602608_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""602608""","""+""",Q565,Q10
,602624_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""602624""","""-""",Q564,Q10
,602731_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""602731""","""-""",Q565,Q10
,602750_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""602750""","""+""",Q565,Q10
,602853_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""602853""","""+""",Q565,Q10
,603442_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""603442""","""-""",Q565,Q10
,603677_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""603677""","""+""",Q565,Q12
,603794_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""603794""","""-""",Q565,Q10
,603906_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""603906""","""-""",Q565,Q11
